case,station,model,mode,time,receiver,system,stage,reference,satellite,mean,variance,fractional,perr,provisional_selected,selected,feedback
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:23:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-189.989,1.36682,0.0114148,0.758716,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:23:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.8337,0.13492,0.166288,0.27391,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:23:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-54.0637,0.250969,-0.0637192,0.439225,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:00,DYNG,GPS,USER_WL_SD,G12,G06,23.9994,0.0131361,-0.000602018,1.08605e-08,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:00,DYNG,GPS,USER_WL_SD,G12,G19,58.8309,0.0128059,-0.169101,2.44902e-06,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:00,DYNG,GPS,USER_WL_SD,G12,G25,28.0644,0.0105327,0.0644243,1.04928e-09,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:00,DYNG,GPS,USER_WL_SD,G12,G32,16.989,0.0245467,-0.0109728,7.73777e-05,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.45822,1.31695,0.458215,0.763789,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-190.082,1.31186,-0.081864,0.754022,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.7573,0.125322,0.242718,0.291957,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-53.9858,0.237535,0.0142304,0.421417,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:30,DYNG,GPS,USER_WL_SD,G12,G06,23.9996,0.012811,-0.000371917,6.69934e-09,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:30,DYNG,GPS,USER_WL_SD,G12,G19,58.8233,0.0125609,-0.176742,2.58017e-06,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:30,DYNG,GPS,USER_WL_SD,G12,G25,28.0647,0.010253,0.0647214,6.05464e-10,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:30,DYNG,GPS,USER_WL_SD,G12,G32,16.9861,0.0238722,-0.013892,5.90211e-05,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.31317,1.24902,0.313166,0.752495,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-190.167,1.25875,-0.167364,0.74996,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.7068,0.116466,0.293238,0.308984,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:24:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-53.9499,0.224899,0.0500995,0.406973,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:25:00,DYNG,GPS,USER_WL_SD,G12,G06,23.9951,0.0125012,-0.00490678,4.20999e-09,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:25:00,DYNG,GPS,USER_WL_SD,G12,G19,58.8129,0.0123273,-0.187087,3.07612e-06,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:25:00,DYNG,GPS,USER_WL_SD,G12,G25,28.066,0.00998629,0.0659838,3.65685e-10,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:25:00,DYNG,GPS,USER_WL_SD,G12,G32,16.9856,0.0232295,-0.0143665,4.4411e-05,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:25:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.13063,1.18526,0.130631,0.741818,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:25:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-190.286,1.20699,-0.285731,0.747536,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:25:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.6459,0.108276,0.354085,0.347132,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:25:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-53.8948,0.21296,0.105211,0.396816,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:00,DYNG,GPS,USER_WL_SD,G12,G06,24.0065,0.011915,0.0064626,1.60132e-09,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:00,DYNG,GPS,USER_WL_SD,G12,G19,58.8172,0.0118871,-0.182827,1.60712e-06,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:00,DYNG,GPS,USER_WL_SD,G12,G25,28.0678,0.00948203,0.067791,1.26577e-10,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:00,DYNG,GPS,USER_WL_SD,G12,G32,16.9817,0.0220231,-0.0183498,2.55668e-05,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.19216,1.07421,0.192163,0.730152,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-190.259,1.10892,-0.25898,0.736137,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.695,0.0944179,0.305029,0.270517,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-53.9926,0.191697,0.00741394,0.356413,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:30,DYNG,GPS,USER_WL_SD,G12,G06,24.0094,0.0116485,0.00936631,1.03363e-09,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:30,DYNG,GPS,USER_WL_SD,G12,G19,58.8154,0.0116848,-0.184604,1.37646e-06,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:30,DYNG,GPS,USER_WL_SD,G12,G25,28.0628,0.00925031,0.062833,5.47232e-11,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:30,DYNG,GPS,USER_WL_SD,G12,G32,16.9787,0.0214679,-0.0212968,1.97199e-05,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.32065,1.0239,0.32065,0.728129,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-190.159,1.06233,-0.158589,0.727921,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.7282,0.0887589,0.271801,0.224639,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:26:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-54.0451,0.182715,-0.0451483,0.342822,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:00,DYNG,GPS,USER_WL_SD,G12,G06,24.01,0.0113861,0.00995906,6.39303e-10,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:00,DYNG,GPS,USER_WL_SD,G12,G11,-19.8242,0.0190175,0.175803,0.000198687,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:00,DYNG,GPS,USER_WL_SD,G12,G19,58.8183,0.0114879,-0.18169,9.62115e-07,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:00,DYNG,GPS,USER_WL_SD,G12,G25,28.059,0.00902482,0.0590368,2.45789e-11,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:00,DYNG,GPS,USER_WL_SD,G12,G32,16.9799,0.0209297,-0.02015,1.45201e-05,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.34174,0.966665,0.341739,0.721619,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G11,199.29,0.569831,0.289712,0.639812,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-190.138,1.01091,-0.138193,0.720754,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.7352,0.0827859,0.264784,0.200999,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-54.0655,0.17326,-0.0655364,0.327792,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:30,DYNG,GPS,USER_WL_SD,G12,G06,24.0178,0.0111352,0.0177876,4.74752e-10,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:30,DYNG,GPS,USER_WL_SD,G12,G11,-28.6909,0.309461,0.30907,0.530561,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:30,DYNG,GPS,USER_WL_SD,G12,G19,58.8223,0.0112996,-0.177651,6.38718e-07,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:30,DYNG,GPS,USER_WL_SD,G12,G25,28.0614,0.00880889,0.0613622,1.54022e-11,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:30,DYNG,GPS,USER_WL_SD,G12,G32,16.9828,0.0204148,-0.0171927,1.04726e-05,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.47767,0.914426,0.477674,0.722841,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G11,107.401,4.32765,0.401211,0.865477,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-190.005,0.96186,-0.00531465,0.712369,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.744,0.0772676,0.255978,0.1761,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:27:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-54.0769,0.164195,-0.0769053,0.311936,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:00,DYNG,GPS,USER_WL_SD,G12,G06,24.0212,0.010895,0.0212151,3.2754e-10,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:00,DYNG,GPS,USER_WL_SD,G12,G11,-28.5659,0.167508,0.434084,0.47843,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:00,DYNG,GPS,USER_WL_SD,G12,G19,58.8266,0.0111192,-0.17339,4.1842e-07,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:00,DYNG,GPS,USER_WL_SD,G12,G25,28.0634,0.00860192,0.0634154,9.53046e-12,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:00,DYNG,GPS,USER_WL_SD,G12,G32,16.986,0.0199217,-0.0139666,7.53617e-06,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.55561,0.86381,-0.444387,0.713342,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G11,106.982,2.53075,-0.0183251,0.822677,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-189.916,0.913147,0.0838517,0.705362,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.7353,0.0720363,0.264721,0.166889,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-54.072,0.155367,-0.0720395,0.293034,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:30,DYNG,GPS,USER_WL_SD,G12,G06,24.0181,0.0106698,0.0180664,1.84162e-10,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:30,DYNG,GPS,USER_WL_SD,G12,G11,-28.5913,0.115363,0.408725,0.411315,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:30,DYNG,GPS,USER_WL_SD,G12,G19,58.8219,0.0109481,-0.17811,4.12638e-07,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:30,DYNG,GPS,USER_WL_SD,G12,G25,28.0632,0.00840631,0.0631935,5.21055e-12,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:30,DYNG,GPS,USER_WL_SD,G12,G32,16.9925,0.0194529,-0.00753009,5.34274e-06,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.53573,0.81561,-0.464268,0.707611,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G11,107.031,1.85294,0.0314303,0.792792,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-189.919,0.865485,0.0806518,0.697344,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.7141,0.0671121,0.285917,0.170678,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:28:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-54.0593,0.146806,-0.0592674,0.272266,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:00,DYNG,GPS,USER_WL_SD,G12,G06,24.0199,0.0104487,0.0199339,1.21119e-10,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:00,DYNG,GPS,USER_WL_SD,G12,G11,-28.6387,0.0878003,0.361315,0.316029,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:00,DYNG,GPS,USER_WL_SD,G12,G19,58.8247,0.0107823,-0.175261,2.88425e-07,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:00,DYNG,GPS,USER_WL_SD,G12,G25,28.0598,0.00821556,0.0598099,2.3203e-12,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:00,DYNG,GPS,USER_WL_SD,G12,G32,17,0.0189995,3.49118e-05,3.85903e-06,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.46932,0.769505,0.469318,0.700628,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G11,107.138,1.48303,0.138087,0.7691,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-189.969,0.818865,0.0311858,0.688355,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.6996,0.0624696,0.300363,0.169429,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-54.0579,0.138505,-0.0579077,0.252483,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:30,DYNG,GPS,USER_WL_SD,G12,G06,24.0258,0.0102364,0.0258254,9.43532e-11,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:30,DYNG,GPS,USER_WL_SD,G12,G11,-28.6912,0.0708998,0.308801,0.208268,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:30,DYNG,GPS,USER_WL_SD,G12,G19,58.8278,0.0106233,-0.172183,1.99153e-07,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:30,DYNG,GPS,USER_WL_SD,G12,G25,28.0558,0.00803231,0.0558472,9.84222e-13,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:30,DYNG,GPS,USER_WL_SD,G12,G32,16.9989,0.0185643,-0.00113838,2.83608e-06,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.41266,0.725586,0.412659,0.687702,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G11,107.288,1.24782,0.287581,0.751616,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-190.024,0.773539,-0.0239347,0.679319,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.698,0.0581044,0.301995,0.154684,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:29:30,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-54.0721,0.130483,-0.0720683,0.234763,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:30:00,DYNG,GPS,USER_WL_SD,G12,G06,24.034,0.0100325,0.0340201,8.48353e-11,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:30:00,DYNG,GPS,USER_WL_SD,G12,G11,-28.7234,0.059472,0.27658,0.133678,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:30:00,DYNG,GPS,USER_WL_SD,G12,G19,58.8284,0.0104706,-0.17161,1.54739e-07,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:30:00,DYNG,GPS,USER_WL_SD,G12,G25,28.0555,0.00785612,0.0554996,5.17793e-13,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:30:00,DYNG,GPS,USER_WL_SD,G12,G32,16.9977,0.0181463,-0.00230376,2.08291e-06,1,1,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:30:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,7.40301,0.683601,0.403009,0.678488,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:30:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G11,107.402,1.08241,0.401642,0.738773,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:30:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G19,-190.035,0.729521,-0.034518,0.66986,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:30:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G25,-54.694,0.0539987,0.30602,0.142744,0,0,0
r48u_20260914_DYNG_UDUC_round_shadow_fix1,DYNG,UDUC,round_shadow,2024-07-17T00:30:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G32,-54.0841,0.122746,-0.0840505,0.216959,0,0,0
r48u_20260914_DYNG_UDUC_round_feedback_fix1,DYNG,UDUC,round_feedback,2024-07-17T00:10:30,DYNG,GPS,USER_WL_SD,G12,G06,23.9313,0.0394407,-0.0686856,0.00493533,0,0,1
r48u_20260914_DYNG_UDUC_round_feedback_fix1,DYNG,UDUC,round_feedback,2024-07-17T00:10:30,DYNG,GPS,USER_WL_SD,G12,G19,58.8406,0.0324635,-0.159404,0.00528024,0,0,1
r48u_20260914_DYNG_UDUC_round_feedback_fix1,DYNG,UDUC,round_feedback,2024-07-17T00:10:30,DYNG,GPS,USER_WL_SD,G12,G25,28.0766,0.0325118,0.0766352,0.00162524,1,0,1
r48u_20260914_DYNG_UDUC_round_feedback_fix1,DYNG,UDUC,round_feedback,2024-07-17T00:10:30,DYNG,GPS,USER_WL_SD,G12,G32,17.0159,0.0775305,0.0159428,0.0740519,0,0,1
r48u_20260914_DYNG_UDUC_round_feedback_fix1,DYNG,UDUC,round_feedback,2024-07-17T00:17:00,DYNG,GPS,USER_WL_SD,G12,G06,23.9823,0.0203894,-0.0176707,1.03651e-05,1,1,1
r48u_20260914_DYNG_UDUC_round_feedback_fix1,DYNG,UDUC,round_feedback,2024-07-17T00:17:00,DYNG,GPS,USER_WL_SD,G12,G19,58.8001,0.018243,-0.199874,0.000267593,1,1,1
r48u_20260914_DYNG_UDUC_round_feedback_fix1,DYNG,UDUC,round_feedback,2024-07-17T00:17:00,DYNG,GPS,USER_WL_SD,G12,G25,28.0505,0.0166866,0.0504884,1.48243e-06,1,1,1
r48u_20260914_DYNG_UDUC_round_feedback_fix1,DYNG,UDUC,round_feedback,2024-07-17T00:17:00,DYNG,GPS,USER_WL_SD,G12,G32,16.9833,0.0393834,-0.0166962,0.00356719,0,0,1
r48u_20260914_DYNG_UDUC_round_feedback_fix1,DYNG,UDUC,round_feedback,2024-07-17T00:17:00,DYNG,GPS,USER_L1_SD_CONDITIONAL,G12,G06,8.9932,3.51918,-0.00680331,0.849578,0,0,1
